#BaseShapeInfo
Story,3
Zlebe,0,300,600,900
#MassCenter
MC   ,1,750,600
MC   ,2,750,600
MC   ,3,750,600

#Resp_Result
質点数, 3, 出力時間刻み(s), 0.01, ダンパー数, 0,出力単位, cm-rad,基礎変位含まない
Time(s),DX_1,DY_1,θZ_1,AX_1,AY_1,AX_2,DX_2,AY_2,DY_2,AθZ_2,DθZ_2,AX_3,DX_3,AY_3,DY_3,AθZ_3,DθZ_3,AX_R,DX_R,AY_R,DY_R,AθZ_R,DθZ_R,Extra_1
7.02,0,0,0,0,0,0,2.060639888,0,0,0,0,0,4.459960621,0,0,0,0,0,5.886420812,0,0,0,0,0
7.03,0,0,0,0,0,0,1.944719036,0,0,0,0,0,4.243253674,0,0,0,0,0,5.635014806,0,0,0,0,0
7.04,0,0,0,0,0,0,1.826552201,0,0,0,0,0,4.021220894,0,0,0,0,0,5.376748471,0,0,0,0,0
7.05,0,0,0,0,0,0,1.686384872,0,0,0,0,0,3.739598286,0,0,0,0,0,5.033698877,0,0,0,0,0
7.06,0,0,0,0,0,0,1.544549962,0,0,0,0,0,3.453458921,0,0,0,0,0,4.684222927,0,0,0,0,0
7.07,0,0,0,0,0,0,1.374499225,0,0,0,0,0,3.105538866,0,0,0,0,0,4.245773208,0,0,0,0,0
7.08,0,0,0,0,0,0,1.2023098,0,0,0,0,0,2.752935991,0,0,0,0,0,3.800579503,0,0,0,0,0
7.09,0,0,0,0,0,0,0.994114047,0,0,0,0,0,2.332030389,0,0,0,0,0,3.261498311,0,0,0,0,0
7.1,0,0,0,0,0,0,0.783189105,0,0,0,0,0,1.905947614,0,0,0,0,0,2.715300686,0,0,0,0,0
7.11,0,0,0,0,0,0,0.54087959,0,0,0,0,0,1.415949816,0,0,0,0,0,2.083208863,0,0,0,0,0
7.12,0,0,0,0,0,0,0.296191205,0,0,0,0,0,0.921107421,0,0,0,0,0,1.444606478,0,0,0,0,0
7.13,0,0,0,0,0,0,0.043966222,0,0,0,0,0,0.390534981,0,0,0,0,0,0.751858671,0,0,0,0,0
7.14,0,0,0,0,0,0,-0.208830016,0,0,0,0,0,-0.142745705,0,0,0,0,0,0.055006778,0,0,0,0,0
7.15,0,0,0,0,0,0,-0.441332634,0,0,0,0,0,-0.670081343,0,0,0,0,0,-0.650792035,0,0,0,0,0
7.16,0,0,0,0,0,0,-0.672297046,0,0,0,0,0,-1.196966362,0,0,0,0,0,-1.357269002,0,0,0,0,0
7.17,0,0,0,0,0,0,-0.877432126,0,0,0,0,0,-1.69257992,0,0,0,0,0,-2.041392485,0,0,0,0,0
7.18,0,0,0,0,0,0,-1.080609408,0,0,0,0,0,-2.18582318,0,0,0,0,0,-2.72382163,0,0,0,0,0
7.19,0,0,0,0,0,0,-1.259875761,0,0,0,0,0,-2.631610053,0,0,0,0,0,-3.357491462,0,0,0,0,0
7.2,0,0,0,0,0,0,-1.437329726,0,0,0,0,0,-3.073799853,0,0,0,0,0,-3.987465462,0,0,0,0,0
7.21,0,0,0,0,0,0,-1.576807765,0,0,0,0,0,-3.439272713,0,0,0,0,0,-4.526351312,0,0,0,0,0
7.22,0,0,0,0,0,0,-1.713407325,0,0,0,0,0,-3.798930623,0,0,0,0,0,-5.058332912,0,0,0,0,0
7.23,0,0,0,0,0,0,-1.802052491,0,0,0,0,0,-4.058037371,0,0,0,0,0,-5.46195615,0,0,0,0,0
7.24,0,0,0,0,0,0,-1.887062836,0,0,0,0,0,-4.309522596,0,0,0,0,0,-5.85585015,0,0,0,0,0
7.25,0,0,0,0,0,0,-1.931495822,0,0,0,0,0,-4.458321052,0,0,0,0,0,-6.107070338,0,0,0,0,0
7.26,0,0,0,0,0,0,-1.972853147,0,0,0,0,0,-4.599336112,0,0,0,0,0,-6.347476213,0,0,0,0,0
7.27,0,0,0,0,0,0,-1.98669862,0,0,0,0,0,-4.649434291,0,0,0,0,0,-6.447889459,0,0,0,0,0
7.28,0,0,0,0,0,0,-1.998458765,0,0,0,0,0,-4.692641201,0,0,0,0,0,-6.537691619,0,0,0,0,0
7.29,0,0,0,0,0,0,-1.997709818,0,0,0,0,0,-4.667828049,0,0,0,0,0,-6.506790469,0,0,0,0,0
7.3,0,0,0,0,0,0,-1.996012713,0,0,0,0,0,-4.637859149,0,0,0,0,0,-6.466740314,0,0,0,0,0
7.31,0,0,0,0,0,0,-1.99038378,0,0,0,0,0,-4.563278292,0,0,0,0,0,-6.333229881,0,0,0,0,0
7.32,0,0,0,0,0,0,-1.984456825,0,0,0,0,0,-4.485315962,0,0,0,0,0,-6.192635396,0,0,0,0,0
7.33,0,0,0,0,0,0,-1.964333941,0,0,0,0,0,-4.367661221,0,0,0,0,0,-5.975255509,0,0,0,0,0
7.34,0,0,0,0,0,0,-1.943135041,0,0,0,0,0,-4.246997896,0,0,0,0,0,-5.752055484,0,0,0,0,0
7.35,0,0,0,0,0,0,-1.887341279,0,0,0,0,0,-4.074423378,0,0,0,0,0,-5.457078282,0,0,0,0,0
7.36,0,0,0,0,0,0,-1.828925314,0,0,0,0,0,-3.897914123,0,0,0,0,0,-5.156660552,0,0,0,0,0
7.37,0,0,0,0,0,0,-1.725411422,0,0,0,0,0,-3.658803502,0,0,0,0,0,-4.790950351,0,0,0,0,0
7.38,0,0,0,0,0,0,-1.618479222,0,0,0,0,0,-3.414947857,0,0,0,0,0,-4.420291146,0,0,0,0,0
7.39,0,0,0,0,0,0,-1.473304354,0,0,0,0,0,-3.112173217,0,0,0,0,0,-3.99931384,0,0,0,0,0
7.4,0,0,0,0,0,0,-1.325230789,0,0,0,0,0,-2.804932667,0,0,0,0,0,-3.57452255,0,0,0,0,0
7.41,0,0,0,0,0,0,-1.146175802,0,0,0,0,0,-2.444752501,0,0,0,0,0,-3.108309839,0,0,0,0,0
7.42,0,0,0,0,0,0,-0.964772501,0,0,0,0,0,-2.080559646,0,0,0,0,0,-2.638957489,0,0,0,0,0
7.43,0,0,0,0,0,0,-0.755921117,0,0,0,0,0,-1.667828212,0,0,0,0,0,-2.128589091,0,0,0,0,0
7.44,0,0,0,0,0,0,-0.544989237,0,0,0,0,0,-1.251417677,0,0,0,0,0,-1.615111781,0,0,0,0,0
7.45,0,0,0,0,0,0,-0.327423695,0,0,0,0,0,-0.811806013,0,0,0,0,0,-1.078123664,0,0,0,0,0
7.46,0,0,0,0,0,0,-0.109355339,0,0,0,0,0,-0.370435763,0,0,0,0,0,-0.539353488,0,0,0,0,0
7.47,0,0,0,0,0,0,0.095295606,0,0,0,0,0,0.063966924,0,0,0,0,0,0.000484115,0,0,0,0,0
7.48,0,0,0,0,0,0,0.298929545,0,0,0,0,0,0.497841487,0,0,0,0,0,0.540402627,0,0,0,0,0
7.49,0,0,0,0,0,0,0.496505853,0,0,0,0,0,0.921848169,0,0,0,0,0,1.081712907,0,0,0,0,0
7.5,0,0,0,0,0,0,0.693623008,0,0,0,0,0,1.34510689,0,0,0,0,0,1.623128679,0,0,0,0,0
7.51,0,0,0,0,0,0,0.898224745,0,0,0,0,0,1.76864966,0,0,0,0,0,2.173311197,0,0,0,0,0
7.52,0,0,0,0,0,0,1.103393794,0,0,0,0,0,2.19221396,0,0,0,0,0,2.724158212,0,0,0,0,0
7.53,0,0,0,0,0,0,1.314133614,0,0,0,0,0,2.616454517,0,0,0,0,0,3.27816974,0,0,0,0,0
7.54,0,0,0,0,0,0,1.525295684,0,0,0,0,0,3.040746332,0,0,0,0,0,3.83242113,0,0,0,0,0
7.55,0,0,0,0,0,0,1.732612606,0,0,0,0,0,3.45849975,0,0,0,0,0,4.377187022,0,0,0,0,0
7.56,0,0,0,0,0,0,1.939638076,0,0,0,0,0,3.875757575,0,0,0,0,0,4.921233937,0,0,0,0,0
7.57,0,0,0,0,0,0,2.131537637,0,0,0,0,0,4.273344086,0,0,0,0,0,5.439547309,0,0,0,0,0
7.58,0,0,0,0,0,0,2.322290692,0,0,0,0,0,4.669439561,0,0,0,0,0,5.955910144,0,0,0,0,0
7.59,0,0,0,0,0,0,2.48072969,0,0,0,0,0,5.020595294,0,0,0,0,0,6.420005636,0,0,0,0,0
7.6,0,0,0,0,0,0,2.636719365,0,0,0,0,0,5.368344709,0,0,0,0,0,6.880139396,0,0,0,0,0
7.61,0,0,0,0,0,0,2.74507585,0,0,0,0,0,5.64080077,0,0,0,0,0,7.256123645,0,0,0,0,0
7.62,0,0,0,0,0,0,2.84982186,0,0,0,0,0,5.907549785,0,0,0,0,0,7.625729575,0,0,0,0,0
7.63,0,0,0,0,0,0,2.898101972,0,0,0,0,0,6.071689169,0,0,0,0,0,7.879329352,0,0,0,0,0
7.64,0,0,0,0,0,0,2.942102112,0,0,0,0,0,6.228051004,0,0,0,0,0,8.124136157,0,0,0,0,0
7.65,0,0,0,0,0,0,2.935465769,0,0,0,0,0,6.27385247,0,0,0,0,0,8.236050261,0,0,0,0,0
7.66,0,0,0,0,0,0,2.924991309,0,0,0,0,0,6.31127374,0,0,0,0,0,8.337891436,0,0,0,0,0
7.67,0,0,0,0,0,0,2.886716704,0,0,0,0,0,6.259007709,0,0,0,0,0,8.316185002,0,0,0,0,0
7.68,0,0,0,0,0,0,2.846334919,0,0,0,0,0,6.199943609,0,0,0,0,0,8.285113972,0,0,0,0,0
7.69,0,0,0,0,0,0,2.792851835,0,0,0,0,0,6.075254308,0,0,0,0,0,8.145311076,0,0,0,0,0
7.7,0,0,0,0,0,0,2.738375705,0,0,0,0,0,5.945590783,0,0,0,0,0,7.997266581,0,0,0,0,0
7.71,0,0,0,0,0,0,2.665992101,0,0,0,0,0,5.758582751,0,0,0,0,0,7.746786117,0,0,0,0,0
7.72,0,0,0,0,0,0,2.592251156,0,0,0,0,0,5.567228151,0,0,0,0,0,7.488541267,0,0,0,0,0
7.73,0,0,0,0,0,0,2.484956125,0,0,0,0,0,5.311463602,0,0,0,0,0,7.127494674,0,0,0,0,0
7.74,0,0,0,0,0,0,2.37511778,0,0,0,0,0,5.050816942,0,0,0,0,0,6.758655969,0,0,0,0,0
7.75,0,0,0,0,0,0,2.228113239,0,0,0,0,0,4.724648404,0,0,0,0,0,6.298015616,0,0,0,0,0
7.76,0,0,0,0,0,0,2.078291594,0,0,0,0,0,4.393513474,0,0,0,0,0,5.830416931,0,0,0,0,0
7.77,0,0,0,0,0,0,1.908212042,0,0,0,0,0,4.016404648,0,0,0,0,0,5.302765283,0,0,0,0,0
7.78,0,0,0,0,0,0,1.736596992,0,0,0,0,0,3.635811118,0,0,0,0,0,4.770561773,0,0,0,0,0
7.79,0,0,0,0,0,0,1.558425294,0,0,0,0,0,3.230621295,0,0,0,0,0,4.208933105,0,0,0,0,0
7.8,0,0,0,0,0,0,1.379756619,0,0,0,0,0,2.823567135,0,0,0,0,0,3.645074085,0,0,0,0,0
7.81,0,0,0,0,0,0,1.201662522,0,0,0,0,0,2.410610117,0,0,0,0,0,3.076975089,0,0,0,0,0
7.82,0,0,0,0,0,0,1.023611977,0,0,0,0,0,1.997205677,0,0,0,0,0,2.508554714,0,0,0,0,0
7.83,0,0,0,0,0,0,0.859056194,0,0,0,0,0,1.604515029,0,0,0,0,0,1.967483563,0,0,0,0,0
7.84,0,0,0,0,0,0,0.69552328,0,0,0,0,0,1.213394434,0,0,0,0,0,1.428485413,0,0,0,0,0
7.85,0,0,0,0,0,0,0.559301621,0,0,0,0,0,0.871898818,0,0,0,0,0,0.950501971,0,0,0,0,0
7.86,0,0,0,0,0,0,0.425150086,0,0,0,0,0,0.534164649,0,0,0,0,0,0.477143289,0,0,0,0,0
7.87,0,0,0,0,0,0,0.321552767,0,0,0,0,0,0.262967238,0,0,0,0,0,0.087494206,0,0,0,0,0
7.88,0,0,0,0,0,0,0.22027138,0,0,0,0,0,-0.003186857,0,0,0,0,0,-0.295809901,0,0,0,0,0
7.89,0,0,0,0,0,0,0.145157051,0,0,0,0,0,-0.198831502,0,0,0,0,0,-0.584461141,0,0,0,0,0
7.9,0,0,0,0,0,0,0.072026118,0,0,0,0,0,-0.389131709,0,0,0,0,0,-0.865937934,0,0,0,0,0
7.91,0,0,0,0,0,0,0.024499695,0,0,0,0,0,-0.50717758,0,0,0,0,0,-1.044477995,0,0,0,0,0
7.92,0,0,0,0,0,0,-0.02108597,0,0,0,0,0,-0.619746755,0,0,0,0,0,-1.215215713,0,0,0,0,0
7.93,0,0,0,0,0,0,-0.044014887,0,0,0,0,0,-0.665361694,0,0,0,0,0,-1.284348108,0,0,0,0,0
7.94,0,0,0,0,0,0,-0.06522648,0,0,0,0,0,-0.705901673,0,0,0,0,0,-1.345779078,0,0,0,0,0
7.95,0,0,0,0,0,0,-0.078102092,0,0,0,0,0,-0.70141266,0,0,0,0,0,-1.327386184,0,0,0,0,0
7.96,0,0,0,0,0,0,-0.090345859,0,0,0,0,0,-0.693510563,0,0,0,0,0,-1.302942844,0,0,0,0,0
7.97,0,0,0,0,0,0,-0.103363148,0,0,0,0,0,-0.662256696,0,0,0,0,0,-1.224849076,0,0,0,0,0
7.98,0,0,0,0,0,0,-0.116439068,0,0,0,0,0,-0.629232825,0,0,0,0,0,-1.142688741,0,0,0,0,0
7.99,0,0,0,0,0,0,-0.123590437,0,0,0,0,0,-0.578776952,0,0,0,0,0,-1.022282801,0,0,0,0,0
8,0,0,0,0,0,0,-0.130292741,0,0,0,0,0,-0.526999777,0,0,0,0,0,-0.898977941,0,0,0,0,0
8.01,0,0,0,0,0,0,-0.122739783,0,0,0,0,0,-0.457438695,0,0,0,0,0,-0.749867242,0,0,0,0,0
8.02,0,0,0,0,0,0,-0.114106312,0,0,0,0,0,-0.386529638,0,0,0,0,0,-0.598800526,0,0,0,0,0
8.03,0,0,0,0,0,0,-0.08818247,0,0,0,0,0,-0.297856433,0,0,0,0,0,-0.434424886,0,0,0,0,0
8.04,0,0,0,0,0,0,-0.060948062,0,0,0,0,0,-0.20783675,0,0,0,0,0,-0.269040463,0,0,0,0,0
8.05,0,0,0,0,0,0,-0.017534788,0,0,0,0,0,-0.101435443,0,0,0,0,0,-0.100424377,0,0,0,0,0
8.06,0,0,0,0,0,0,0.027104803,0,0,0,0,0,0.00620755,0,0,0,0,0,0.068436662,0,0,0,0,0
8.07,0,0,0,0,0,0,0.081780716,0,0,0,0,0,0.124038438,0,0,0,0,0,0.231163009,0,0,0,0,0
8.08,0,0,0,0,0,0,0.137217357,0,0,0,0,0,0.242641542,0,0,0,0,0,0.393424363,0,0,0,0,0
8.09,0,0,0,0,0,0,0.193163269,0,0,0,0,0,0.360049032,0,0,0,0,0,0.540064336,0,0,0,0,0
8.1,0,0,0,0,0,0,0.249147783,0,0,0,0,0,0.477365898,0,0,0,0,0,0.685520248,0,0,0,0,0
8.11,0,0,0,0,0,0,0.296044155,0,0,0,0,0,0.579670868,0,0,0,0,0,0.806275206,0,0,0,0,0
8.12,0,0,0,0,0,0,0.342251668,0,0,0,0,0,0.680837975,0,0,0,0,0,0.925157894,0,0,0,0,0
8.13,0,0,0,0,0,0,0.376620638,0,0,0,0,0,0.759334316,0,0,0,0,0,1.0163428,0,0,0,0,0
8.14,0,0,0,0,0,0,0.410092276,0,0,0,0,0,0.83611227,0,0,0,0,0,1.105428284,0,0,0,0,0
8.15,0,0,0,0,0,0,0.430964438,0,0,0,0,0,0.886027245,0,0,0,0,0,1.165162868,0,0,0,0,0
8.16,0,0,0,0,0,0,0.450881592,0,0,0,0,0,0.933906075,0,0,0,0,0,1.222672728,0,0,0,0,0
8.17,0,0,0,0,0,0,0.451975495,0,0,0,0,0,0.946348061,0,0,0,0,0,1.24233763,0,0,0,0,0
8.18,0,0,0,0,0,0,0.451642643,0,0,0,0,0,0.956104023,0,0,0,0,0,1.25913398,0,0,0,0,0
8.19,0,0,0,0,0,0,0.431829272,0,0,0,0,0,0.927848451,0,0,0,0,0,1.233604677,0,0,0,0,0
8.2,0,0,0,0,0,0,0.410539327,0,0,0,0,0,0.8967117,0,0,0,0,0,1.204867197,0,0,0,0,0
8.21,0,0,0,0,0,0,0.372558727,0,0,0,0,0,0.829619552,0,0,0,0,0,1.132710517,0,0,0,0,0
8.22,0,0,0,0,0,0,0.333313018,0,0,0,0,0,0.759802077,0,0,0,0,0,1.057262772,0,0,0,0,0
8.23,0,0,0,0,0,0,0.276263901,0,0,0,0,0,0.652924497,0,0,0,0,0,0.934103855,0,0,0,0,0
8.24,0,0,0,0,0,0,0.21786533,0,0,0,0,0,0.543237855,0,0,0,0,0,0.807328552,0,0,0,0,0
8.25,0,0,0,0,0,0,0.148610351,0,0,0,0,0,0.404536839,0,0,0,0,0,0.638555211,0,0,0,0,0
8.26,0,0,0,0,0,0,0.078532484,0,0,0,0,0,0.263636607,0,0,0,0,0,0.466598524,0,0,0,0,0
8.27,0,0,0,0,0,0,0.00674111,0,0,0,0,0,0.106654429,0,0,0,0,0,0.264666898,0,0,0,0,0
8.28,0,0,0,0,0,0,-0.065180144,0,0,0,0,0,-0.051546719,0,0,0,0,0,0.060463247,0,0,0,0,0
8.29,0,0,0,0,0,0,-0.142799203,0,0,0,0,0,-0.225169652,0,0,0,0,0,-0.171680951,0,0,0,0,0
8.3,0,0,0,0,0,0,-0.220850142,0,0,0,0,0,-0.399961518,0,0,0,0,0,-0.405942973,0,0,0,0,0
8.31,0,0,0,0,0,0,-0.307684016,0,0,0,0,0,-0.5903909,0,0,0,0,0,-0.664733253,0,0,0,0,0
8.32,0,0,0,0,0,0,-0.395183614,0,0,0,0,0,-0.782005566,0,0,0,0,0,-0.925382714,0,0,0,0,0
8.33,0,0,0,0,0,0,-0.483552407,0,0,0,0,0,-0.978704836,0,0,0,0,0,-1.195573541,0,0,0,0,0
8.34,0,0,0,0,0,0,-0.571987084,0,0,0,0,0,-1.175789505,0,0,0,0,0,-1.46648758,0,0,0,0,0
8.35,0,0,0,0,0,0,-0.65438073,0,0,0,0,0,-1.366551931,0,0,0,0,0,-1.731428237,0,0,0,0,0
8.36,0,0,0,0,0,0,-0.736316481,0,0,0,0,0,-1.556835146,0,0,0,0,0,-1.995916127,0,0,0,0,0
8.37,0,0,0,0,0,0,-0.817953,0,0,0,0,0,-1.742233965,0,0,0,0,0,-2.252057334,0,0,0,0,0
8.38,0,0,0,0,0,0,-0.899566839,0,0,0,0,0,-1.92726256,0,0,0,0,0,-2.507565884,0,0,0,0,0
8.39,0,0,0,0,0,0,-0.992506479,0,0,0,0,0,-2.118693076,0,0,0,0,0,-2.7626029,0,0,0,0,0
8.4,0,0,0,0,0,0,-1.086304587,0,0,0,0,0,-2.310608841,0,0,0,0,0,-3.017604175,0,0,0,0,0
8.41,0,0,0,0,0,0,-1.188915015,0,0,0,0,0,-2.509221196,0,0,0,0,0,-3.27072696,0,0,0,0,0
8.42,0,0,0,0,0,0,-1.292193395,0,0,0,0,0,-2.708341136,0,0,0,0,0,-3.52370736,0,0,0,0,0
8.43,0,0,0,0,0,0,-1.382310831,0,0,0,0,0,-2.891807224,0,0,0,0,0,-3.753663486,0,0,0,0,0
8.44,0,0,0,0,0,0,-1.471430701,0,0,0,0,0,-3.074086789,0,0,0,0,0,-3.981874431,0,0,0,0,0
8.45,0,0,0,0,0,0,-1.514522284,0,0,0,0,0,-3.197880154,0,0,0,0,0,-4.14721343,0,0,0,0,0
8.46,0,0,0,0,0,0,-1.554125039,0,0,0,0,0,-3.317240414,0,0,0,0,0,-4.307786895,0,0,0,0,0
8.47,0,0,0,0,0,0,-1.52946778,0,0,0,0,0,-3.34088367,0,0,0,0,0,-4.369139886,0,0,0,0,0
8.48,0,0,0,0,0,0,-1.499939775,0,0,0,0,0,-3.35727182,0,0,0,0,0,-4.422972216,0,0,0,0,0
8.49,0,0,0,0,0,0,-1.420565709,0,0,0,0,0,-3.274382249,0,0,0,0,0,-4.368708706,0,0,0,0,0
8.5,0,0,0,0,0,0,-1.337413439,0,0,0,0,0,-3.183967679,0,0,0,0,0,-4.306251806,0,0,0,0,0
8.51,0,0,0,0,0,0,-1.220042879,0,0,0,0,0,-3.001751066,0,0,0,0,0,-4.131769883,0,0,0,0,0
8.52,0,0,0,0,0,0,-1.100078659,0,0,0,0,0,-2.812576091,0,0,0,0,0,-3.948796748,0,0,0,0,0
8.53,0,0,0,0,0,0,-0.944123978,0,0,0,0,0,-2.52976818,0,0,0,0,0,-3.639258019,0,0,0,0,0
8.54,0,0,0,0,0,0,-0.785441311,0,0,0,0,0,-2.23986313,0,0,0,0,0,-3.320125939,0,0,0,0,0
8.55,0,0,0,0,0,0,-0.594256087,0,0,0,0,0,-1.863617432,0,0,0,0,0,-2.872598854,0,0,0,0,0
8.56,0,0,0,0,0,0,-0.400607253,0,0,0,0,0,-1.480827332,0,0,0,0,0,-2.415339754,0,0,0,0,0
8.57,0,0,0,0,0,0,-0.185748075,0,0,0,0,0,-1.030301441,0,0,0,0,0,-1.845206029,0,0,0,0,0
8.58,0,0,0,0,0,0,0.030718794,0,0,0,0,0,-0.574641349,0,0,0,0,0,-1.266516694,0,0,0,0,0
8.59,0,0,0,0,0,0,0.2580958,0,0,0,0,0,-0.072418553,0,0,0,0,0,-0.599777845,0,0,0,0,0
8.6,0,0,0,0,0,0,0.486299767,0,0,0,0,0,0.433333578,0,0,0,0,0,0.073634934,0,0,0,0,0
8.61,0,0,0,0,0,0,0.714000403,0,0,0,0,0,0.960331814,0,0,0,0,0,0.80005971,0,0,0,0,0
8.62,0,0,0,0,0,0,0.941662887,0,0,0,0,0,1.488940451,0,0,0,0,0,1.530502661,0,0,0,0,0
8.63,0,0,0,0,0,0,1.159998778,0,0,0,0,0,2.013963793,0,0,0,0,0,2.275009401,0,0,0,0,0
8.64,0,0,0,0,0,0,1.377627736,0,0,0,0,0,2.538715378,0,0,0,0,0,3.020582141,0,0,0,0,0
8.65,0,0,0,0,0,0,1.582654775,0,0,0,0,0,3.040749815,0,0,0,0,0,3.744693207,0,0,0,0,0
8.66,0,0,0,0,0,0,1.78672662,0,0,0,0,0,3.54106235,0,0,0,0,0,4.467177532,0,0,0,0,0
8.67,0,0,0,0,0,0,1.975973277,0,0,0,0,0,4.002931133,0,0,0,0,0,5.136290328,0,0,0,0,0
8.68,0,0,0,0,0,0,2.164096222,0,0,0,0,0,4.461885978,0,0,0,0,0,5.801357698,0,0,0,0,0
8.69,0,0,0,0,0,0,2.331117286,0,0,0,0,0,4.865291199,0,0,0,0,0,6.38250667,0,0,0,0,0
8.7,0,0,0,0,0,0,2.496538881,0,0,0,0,0,5.264485899,0,0,0,0,0,6.95729484,0,0,0,0,0
8.71,0,0,0,0,0,0,2.634262079,0,0,0,0,0,5.592858713,0,0,0,0,0,7.423838718,0,0,0,0,0
8.72,0,0,0,0,0,0,2.769885809,0,0,0,0,0,5.915863408,0,0,0,0,0,7.882177953,0,0,0,0,0
8.73,0,0,0,0,0,0,2.874906167,0,0,0,0,0,6.158638624,0,0,0,0,0,8.218459305,0,0,0,0,0
8.74,0,0,0,0,0,0,2.977606867,0,0,0,0,0,6.395332649,0,0,0,0,0,8.54548898,0,0,0,0,0
8.75,0,0,0,0,0,0,3.043504928,0,0,0,0,0,6.540752407,0,0,0,0,0,8.738899726,0,0,0,0,0
8.76,0,0,0,0,0,0,3.106613443,0,0,0,0,0,6.679253807,0,0,0,0,0,8.922182496,0,0,0,0,0
8.77,0,0,0,0,0,0,3.124143477,0,0,0,0,0,6.714274576,0,0,0,0,0,8.961745667,0,0,0,0,0
8.78,0,0,0,0,0,0,3.138218777,0,0,0,0,0,6.741451776,0,0,0,0,0,8.990415257,0,0,0,0,0
8.79,0,0,0,0,0,0,3.102183431,0,0,0,0,0,6.659772422,0,0,0,0,0,8.873467437,0,0,0,0,0
8.8,0,0,0,0,0,0,3.062349826,0,0,0,0,0,6.569842017,0,0,0,0,0,8.745482187,0,0,0,0,0
8.81,0,0,0,0,0,0,2.971430727,0,0,0,0,0,6.372024129,0,0,0,0,0,8.476801039,0,0,0,0,0
8.82,0,0,0,0,0,0,2.876639477,0,0,0,0,0,6.166028644,0,0,0,0,0,8.197455499,0,0,0,0,0
8.83,0,0,0,0,0,0,2.730144815,0,0,0,0,0,5.854710629,0,0,0,0,0,7.783866265,0,0,0,0,0
8.84,0,0,0,0,0,0,2.579731165,0,0,0,0,0,5.535409434,0,0,0,0,0,7.3601017,0,0,0,0,0
8.85,0,0,0,0,0,0,2.382910173,0,0,0,0,0,5.12012936,0,0,0,0,0,6.814835463,0,0,0,0,0
8.86,0,0,0,0,0,0,2.182571623,0,0,0,0,0,4.69757433,0,0,0,0,0,6.260359708,0,0,0,0,0
8.87,0,0,0,0,0,0,1.956092372,0,0,0,0,0,4.20718345,0,0,0,0,0,5.61517008,0,0,0,0,0
8.88,0,0,0,0,0,0,1.727631722,0,0,0,0,0,3.711650785,0,0,0,0,0,4.96310457,0,0,0,0,0
8.89,0,0,0,0,0,0,1.499249948,0,0,0,0,0,3.189481387,0,0,0,0,0,4.264308182,0,0,0,0,0
8.9,0,0,0,0,0,0,1.270874153,0,0,0,0,0,2.665292992,0,0,0,0,0,3.561969712,0,0,0,0,0
8.91,0,0,0,0,0,0,1.05213202,0,0,0,0,0,2.143548867,0,0,0,0,0,2.847300849,0,0,0,0,0
8.92,0,0,0,0,0,0,0.834120093,0,0,0,0,0,1.621990012,0,0,0,0,0,2.131697374,0,0,0,0,0
8.93,0,0,0,0,0,0,0.622628112,0,0,0,0,0,1.116939804,0,0,0,0,0,1.427356041,0,0,0,0,0
8.94,0,0,0,0,0,0,0.411630325,0,0,0,0,0,0.61314091,0,0,0,0,0,0.723868349,0,0,0,0,0
8.95,0,0,0,0,0,0,0.203385766,0,0,0,0,0,0.132682348,0,0,0,0,0,0.050976897,0,0,0,0,0
8.96,0,0,0,0,0,0,-0.004650105,0,0,0,0,0,-0.346007075,0,0,0,0,0,-0.619595439,0,0,0,0,0
8.97,0,0,0,0,0,0,-0.212875515,0,0,0,0,0,-0.800502231,0,0,0,0,0,-1.246616168,0,0,0,0,0
8.98,0,0,0,0,0,0,-0.421115291,0,0,0,0,0,-1.253163523,0,0,0,0,0,-1.870335796,0,0,0,0,0
8.99,0,0,0,0,0,0,-0.623712135,0,0,0,0,0,-1.675830232,0,0,0,0,0,-2.436562643,0,0,0,0,0
9,0,0,0,0,0,0,-0.825881259,0,0,0,0,0,-2.096223427,0,0,0,0,0,-2.998431683,0,0,0,0,0
9.01,0,0,0,0,0,0,-1.013276516,0,0,0,0,0,-2.477463982,0,0,0,0,0,-3.491286891,0,0,0,0,0
9.02,0,0,0,0,0,0,-1.199551952,0,0,0,0,0,-2.855736867,0,0,0,0,0,-3.978911026,0,0,0,0,0
9.03,0,0,0,0,0,0,-1.364687427,0,0,0,0,0,-3.187035934,0,0,0,0,0,-4.392314522,0,0,0,0,0
9.04,0,0,0,0,0,0,-1.528220547,0,0,0,0,0,-3.514774504,0,0,0,0,0,-4.800092282,0,0,0,0,0
9.05,0,0,0,0,0,0,-1.656625684,0,0,0,0,0,-3.777662781,0,0,0,0,0,-5.121105774,0,0,0,0,0
9.06,0,0,0,0,0,0,-1.782368209,0,0,0,0,0,-4.035635571,0,0,0,0,0,-5.435542754,0,0,0,0,0
9.07,0,0,0,0,0,0,-1.847777658,0,0,0,0,0,-4.194294848,0,0,0,0,0,-5.634080552,0,0,0,0,0
9.08,0,0,0,0,0,0,-1.908614013,0,0,0,0,0,-4.345426413,0,0,0,0,0,-5.823833487,0,0,0,0,0
9.09,0,0,0,0,0,0,-1.895781984,0,0,0,0,0,-4.369832247,0,0,0,0,0,-5.872256971,0,0,0,0,0
9.1,0,0,0,0,0,0,-1.877366079,0,0,0,0,0,-4.384632592,0,0,0,0,0,-5.909968041,0,0,0,0,0
9.11,0,0,0,0,0,0,-1.804036938,0,0,0,0,0,-4.281119919,0,0,0,0,0,-5.810697523,0,0,0,0,0
