#BaseShapeInfo
Story,3
Zlebe,0,300,600,900
#MassCenter
MC   ,1,750,600
MC   ,2,750,600
MC   ,3,750,600

#Resp_Result
質点数, 3, 出力時間刻み(s), 0.01, ダンパー数, 0,出力単位, cm-rad,基礎変位含まない
Time(s),DX_1,DY_1,θZ_1,AX_1,AY_1,AX_2,DX_2,AY_2,DY_2,AθZ_2,DθZ_2,AX_3,DX_3,AY_3,DY_3,AθZ_3,DθZ_3,AX_R,DX_R,AY_R,DY_R,AθZ_R,DθZ_R,Extra_1
2.1,0,0,0,0,0,0,-0.195600068,0,0,0,0,0,-0.52632017,0,0,0,0,0,-0.8555345,0,0,0,0,0
2.11,0,0,0,0,0,0,-0.191380988,0,0,0,0,0,-0.478004212,0,0,0,0,0,-0.761598546,0,0,0,0,0
2.12,0,0,0,0,0,0,-0.187161908,0,0,0,0,0,-0.429688253,0,0,0,0,0,-0.667662592,0,0,0,0,0
2.13,0,0,0,0,0,0,-0.184210768,0,0,0,0,0,-0.388917162,0,0,0,0,0,-0.572679955,0,0,0,0,0
2.14,0,0,0,0,0,0,-0.181259628,0,0,0,0,0,-0.348146071,0,0,0,0,0,-0.477697317,0,0,0,0,0
2.15,0,0,0,0,0,0,-0.162251876,0,0,0,0,0,-0.296505881,0,0,0,0,0,-0.375016004,0,0,0,0,0
2.16,0,0,0,0,0,0,-0.143244124,0,0,0,0,0,-0.244865691,0,0,0,0,0,-0.272334691,0,0,0,0,0
2.17,0,0,0,0,0,0,-0.105707533,0,0,0,0,0,-0.174253577,0,0,0,0,0,-0.162646642,0,0,0,0,0
2.18,0,0,0,0,0,0,-0.068170943,0,0,0,0,0,-0.103641462,0,0,0,0,0,-0.052958594,0,0,0,0,0
2.19,0,0,0,0,0,0,-0.021540953,0,0,0,0,0,-0.019102779,0,0,0,0,0,0.056066212,0,0,0,0,0
2.2,0,0,0,0,0,0,0.025089037,0,0,0,0,0,0.065435905,0,0,0,0,0,0.165091018,0,0,0,0,0
2.21,0,0,0,0,0,0,0.073591007,0,0,0,0,0,0.156925139,0,0,0,0,0,0.26971532,0,0,0,0,0
2.22,0,0,0,0,0,0,0.122092978,0,0,0,0,0,0.248414373,0,0,0,0,0,0.374339623,0,0,0,0,0
2.23,0,0,0,0,0,0,0.169697317,0,0,0,0,0,0.341519399,0,0,0,0,0,0.475407455,0,0,0,0,0
2.24,0,0,0,0,0,0,0.217301657,0,0,0,0,0,0.434624426,0,0,0,0,0,0.576475288,0,0,0,0,0
2.25,0,0,0,0,0,0,0.265676672,0,0,0,0,0,0.528505473,0,0,0,0,0,0.679049228,0,0,0,0,0
2.26,0,0,0,0,0,0,0.314051687,0,0,0,0,0,0.622386521,0,0,0,0,0,0.781623168,0,0,0,0,0
2.27,0,0,0,0,0,0,0.357232287,0,0,0,0,0,0.709238103,0,0,0,0,0,0.881735548,0,0,0,0,0
2.28,0,0,0,0,0,0,0.400412887,0,0,0,0,0,0.796089685,0,0,0,0,0,0.981847928,0,0,0,0,0
2.29,0,0,0,0,0,0,0.433698966,0,0,0,0,0,0.869011442,0,0,0,0,0,1.073830639,0,0,0,0,0
2.3,0,0,0,0,0,0,0.466985044,0,0,0,0,0,0.941933198,0,0,0,0,0,1.16581335,0,0,0,0,0
2.31,0,0,0,0,0,0,0.498280739,0,0,0,0,0,1.008002389,0,0,0,0,0,1.25526433,0,0,0,0,0
2.32,0,0,0,0,0,0,0.529576433,0,0,0,0,0,1.07407158,0,0,0,0,0,1.34471531,0,0,0,0,0
2.33,0,0,0,0,0,0,0.55487718,0,0,0,0,0,1.12967469,0,0,0,0,0,1.42498681,0,0,0,0,0
2.34,0,0,0,0,0,0,0.580177927,0,0,0,0,0,1.1852778,0,0,0,0,0,1.50525831,0,0,0,0,0
2.35,0,0,0,0,0,0,0.5835246,0,0,0,0,0,1.21153558,0,0,0,0,0,1.554548335,0,0,0,0,0
2.36,0,0,0,0,0,0,0.586871274,0,0,0,0,0,1.23779336,0,0,0,0,0,1.60383836,0,0,0,0,0
2.37,0,0,0,0,0,0,0.557888944,0,0,0,0,0,1.216275745,0,0,0,0,0,1.600886985,0,0,0,0,0
2.38,0,0,0,0,0,0,0.528906615,0,0,0,0,0,1.19475813,0,0,0,0,0,1.59793561,0,0,0,0,0
2.39,0,0,0,0,0,0,0.462182628,0,0,0,0,0,1.109127455,0,0,0,0,0,1.52244548,0,0,0,0,0
2.4,0,0,0,0,0,0,0.395458641,0,0,0,0,0,1.02349678,0,0,0,0,0,1.44695535,0,0,0,0,0
2.41,0,0,0,0,0,0,0.296643253,0,0,0,0,0,0.869903887,0,0,0,0,0,1.289153715,0,0,0,0,0
2.42,0,0,0,0,0,0,0.197827865,0,0,0,0,0,0.716310994,0,0,0,0,0,1.13135208,0,0,0,0,0
2.43,0,0,0,0,0,0,0.082041379,0,0,0,0,0,0.506726879,0,0,0,0,0,0.895930905,0,0,0,0,0
2.44,0,0,0,0,0,0,-0.033745106,0,0,0,0,0,0.297142764,0,0,0,0,0,0.66050973,0,0,0,0,0
2.45,0,0,0,0,0,0,-0.167267738,0,0,0,0,0,0.033389615,0,0,0,0,0,0.343325885,0,0,0,0,0
2.46,0,0,0,0,0,0,-0.30079037,0,0,0,0,0,-0.230363534,0,0,0,0,0,0.026142039,0,0,0,0,0
2.47,0,0,0,0,0,0,-0.460858624,0,0,0,0,0,-0.554036339,0,0,0,0,0,-0.380580339,0,0,0,0,0
2.48,0,0,0,0,0,0,-0.620926877,0,0,0,0,0,-0.877709144,0,0,0,0,0,-0.787302718,0,0,0,0,0
2.49,0,0,0,0,0,0,-0.791769144,0,0,0,0,0,-1.241035617,0,0,0,0,0,-1.261470404,0,0,0,0,0
2.5,0,0,0,0,0,0,-0.962611411,0,0,0,0,0,-1.60436209,0,0,0,0,0,-1.73563809,0,0,0,0,0
2.51,0,0,0,0,0,0,-1.117202551,0,0,0,0,0,-1.96865329,0,0,0,0,0,-2.23388538,0,0,0,0,0
2.52,0,0,0,0,0,0,-1.27179369,0,0,0,0,0,-2.33294449,0,0,0,0,0,-2.73213267,0,0,0,0,0
2.53,0,0,0,0,0,0,-1.402121325,0,0,0,0,0,-2.672429625,0,0,0,0,0,-3.220461715,0,0,0,0,0
2.54,0,0,0,0,0,0,-1.53244896,0,0,0,0,0,-3.01191476,0,0,0,0,0,-3.70879076,0,0,0,0,0
2.55,0,0,0,0,0,0,-1.649619165,0,0,0,0,0,-3.321837135,0,0,0,0,0,-4.169947575,0,0,0,0,0
2.56,0,0,0,0,0,0,-1.76678937,0,0,0,0,0,-3.63175951,0,0,0,0,0,-4.63110439,0,0,0,0,0
2.57,0,0,0,0,0,0,-1.8762407,0,0,0,0,0,-3.90833181,0,0,0,0,0,-5.046623535,0,0,0,0,0
2.58,0,0,0,0,0,0,-1.98569203,0,0,0,0,0,-4.18490411,0,0,0,0,0,-5.46214268,0,0,0,0,0
2.59,0,0,0,0,0,0,-2.07892553,0,0,0,0,0,-4.41450938,0,0,0,0,0,-5.805640025,0,0,0,0,0
2.6,0,0,0,0,0,0,-2.17215903,0,0,0,0,0,-4.64411465,0,0,0,0,0,-6.14913737,0,0,0,0,0
2.61,0,0,0,0,0,0,-2.2448982,0,0,0,0,0,-4.818637675,0,0,0,0,0,-6.40442723,0,0,0,0,0
2.62,0,0,0,0,0,0,-2.31763737,0,0,0,0,0,-4.9931607,0,0,0,0,0,-6.65971709,0,0,0,0,0
2.63,0,0,0,0,0,0,-2.377418275,0,0,0,0,0,-5.119151055,0,0,0,0,0,-6.83036912,0,0,0,0,0
2.64,0,0,0,0,0,0,-2.43719918,0,0,0,0,0,-5.24514141,0,0,0,0,0,-7.00102115,0,0,0,0,0
2.65,0,0,0,0,0,0,-2.49445423,0,0,0,0,0,-5.33722511,0,0,0,0,0,-7.103313445,0,0,0,0,0
2.66,0,0,0,0,0,0,-2.55170928,0,0,0,0,0,-5.42930881,0,0,0,0,0,-7.20560574,0,0,0,0,0
2.67,0,0,0,0,0,0,-2.60356943,0,0,0,0,0,-5.491971985,0,0,0,0,0,-7.250079365,0,0,0,0,0
2.68,0,0,0,0,0,0,-2.65542958,0,0,0,0,0,-5.55463516,0,0,0,0,0,-7.29455299,0,0,0,0,0
2.69,0,0,0,0,0,0,-2.675494595,0,0,0,0,0,-5.564867795,0,0,0,0,0,-7.267890275,0,0,0,0,0
2.7,0,0,0,0,0,0,-2.69555961,0,0,0,0,0,-5.57510043,0,0,0,0,0,-7.24122756,0,0,0,0,0
2.71,0,0,0,0,0,0,-2.646778625,0,0,0,0,0,-5.488604325,0,0,0,0,0,-7.10949594,0,0,0,0,0
2.72,0,0,0,0,0,0,-2.59799764,0,0,0,0,0,-5.40210822,0,0,0,0,0,-6.97776432,0,0,0,0,0
2.73,0,0,0,0,0,0,-2.4678866,0,0,0,0,0,-5.190418275,0,0,0,0,0,-6.71823456,0,0,0,0,0
2.74,0,0,0,0,0,0,-2.33777556,0,0,0,0,0,-4.97872833,0,0,0,0,0,-6.4587048,0,0,0,0,0
2.75,0,0,0,0,0,0,-2.154295015,0,0,0,0,0,-4.657197505,0,0,0,0,0,-6.083427015,0,0,0,0,0
2.76,0,0,0,0,0,0,-1.97081447,0,0,0,0,0,-4.33566668,0,0,0,0,0,-5.70814923,0,0,0,0,0
2.77,0,0,0,0,0,0,-1.76442802,0,0,0,0,0,-3.93543817,0,0,0,0,0,-5.23718513,0,0,0,0,0
2.78,0,0,0,0,0,0,-1.55804157,0,0,0,0,0,-3.53520966,0,0,0,0,0,-4.76622103,0,0,0,0,0
2.79,0,0,0,0,0,0,-1.33676585,0,0,0,0,0,-3.075456135,0,0,0,0,0,-4.206738995,0,0,0,0,0
2.8,0,0,0,0,0,0,-1.11549013,0,0,0,0,0,-2.61570261,0,0,0,0,0,-3.64725696,0,0,0,0,0
2.81,0,0,0,0,0,0,-0.890757882,0,0,0,0,0,-2.12313781,0,0,0,0,0,-3.019619635,0,0,0,0,0
2.82,0,0,0,0,0,0,-0.666025635,0,0,0,0,0,-1.63057301,0,0,0,0,0,-2.39198231,0,0,0,0,0
2.83,0,0,0,0,0,0,-0.453399768,0,0,0,0,0,-1.138067722,0,0,0,0,0,-1.73126971,0,0,0,0,0
2.84,0,0,0,0,0,0,-0.240773901,0,0,0,0,0,-0.645562435,0,0,0,0,0,-1.07055711,0,0,0,0,0
2.85,0,0,0,0,0,0,-0.043866526,0,0,0,0,0,-0.173438619,0,0,0,0,0,-0.40788934,0,0,0,0,0
2.86,0,0,0,0,0,0,0.153040849,0,0,0,0,0,0.298685197,0,0,0,0,0,0.254778429,0,0,0,0,0
2.87,0,0,0,0,0,0,0.335373686,0,0,0,0,0,0.738604014,0,0,0,0,0,0.89075468,0,0,0,0,0
2.88,0,0,0,0,0,0,0.517706522,0,0,0,0,0,1.17852283,0,0,0,0,0,1.52673093,0,0,0,0,0
2.89,0,0,0,0,0,0,0.690279408,0,0,0,0,0,1.583140805,0,0,0,0,0,2.11454873,0,0,0,0,0
2.9,0,0,0,0,0,0,0.862852293,0,0,0,0,0,1.98775878,0,0,0,0,0,2.70236653,0,0,0,0,0
2.91,0,0,0,0,0,0,1.030880941,0,0,0,0,0,2.35947414,0,0,0,0,0,3.22917076,0,0,0,0,0
2.92,0,0,0,0,0,0,1.19890959,0,0,0,0,0,2.7311895,0,0,0,0,0,3.75597499,0,0,0,0,0
2.93,0,0,0,0,0,0,1.35940055,0,0,0,0,0,3.067147415,0,0,0,0,0,4.210290805,0,0,0,0,0
2.94,0,0,0,0,0,0,1.51989151,0,0,0,0,0,3.40310533,0,0,0,0,0,4.66460662,0,0,0,0,0
2.95,0,0,0,0,0,0,1.67051275,0,0,0,0,0,3.70197173,0,0,0,0,0,5.04415432,0,0,0,0,0
2.96,0,0,0,0,0,0,1.82113399,0,0,0,0,0,4.00083813,0,0,0,0,0,5.42370202,0,0,0,0,0
2.97,0,0,0,0,0,0,1.953420295,0,0,0,0,0,4.25467024,0,0,0,0,0,5.72588879,0,0,0,0,0
2.98,0,0,0,0,0,0,2.0857066,0,0,0,0,0,4.50850235,0,0,0,0,0,6.02807556,0,0,0,0,0
2.99,0,0,0,0,0,0,2.176782075,0,0,0,0,0,4.690817605,0,0,0,0,0,6.235318065,0,0,0,0,0
3,0,0,0,0,0,0,2.26785755,0,0,0,0,0,4.87313286,0,0,0,0,0,6.44256057,0,0,0,0,0
3.01,0,0,0,0,0,0,2.29927447,0,0,0,0,0,4.95594112,0,0,0,0,0,6.535207285,0,0,0,0,0
3.02,0,0,0,0,0,0,2.33069139,0,0,0,0,0,5.03874938,0,0,0,0,0,6.627854,0,0,0,0,0
3.03,0,0,0,0,0,0,2.299513255,0,0,0,0,0,5.00797001,0,0,0,0,0,6.59532966,0,0,0,0,0
3.04,0,0,0,0,0,0,2.26833512,0,0,0,0,0,4.97719064,0,0,0,0,0,6.56280532,0,0,0,0,0
3.05,0,0,0,0,0,0,2.18729093,0,0,0,0,0,4.839405835,0,0,0,0,0,6.40861848,0,0,0,0,0
3.06,0,0,0,0,0,0,2.10624674,0,0,0,0,0,4.70162103,0,0,0,0,0,6.25443164,0,0,0,0,0
3.07,0,0,0,0,0,0,1.99110375,0,0,0,0,0,4.4747887,0,0,0,0,0,5.98895875,0,0,0,0,0
3.08,0,0,0,0,0,0,1.87596076,0,0,0,0,0,4.24795637,0,0,0,0,0,5.72348586,0,0,0,0,0
3.09,0,0,0,0,0,0,1.733406695,0,0,0,0,0,3.94704812,0,0,0,0,0,5.354222215,0,0,0,0,0
3.1,0,0,0,0,0,0,1.59085263,0,0,0,0,0,3.64613987,0,0,0,0,0,4.98495857,0,0,0,0,0
3.11,0,0,0,0,0,0,1.42063758,0,0,0,0,0,3.28024365,0,0,0,0,0,4.517735165,0,0,0,0,0
3.12,0,0,0,0,0,0,1.25042253,0,0,0,0,0,2.91434743,0,0,0,0,0,4.05051176,0,0,0,0,0
3.13,0,0,0,0,0,0,1.060929701,0,0,0,0,0,2.50043624,0,0,0,0,0,3.504518495,0,0,0,0,0
3.14,0,0,0,0,0,0,0.871436871,0,0,0,0,0,2.08652505,0,0,0,0,0,2.95852523,0,0,0,0,0
3.15,0,0,0,0,0,0,0.685130745,0,0,0,0,0,1.65826074,0,0,0,0,0,2.3739991,0,0,0,0,0
3.16,0,0,0,0,0,0,0.498824618,0,0,0,0,0,1.22999643,0,0,0,0,0,1.78947297,0,0,0,0,0
3.17,0,0,0,0,0,0,0.330057469,0,0,0,0,0,0.817233341,0,0,0,0,0,1.206182217,0,0,0,0,0
3.18,0,0,0,0,0,0,0.161290319,0,0,0,0,0,0.404470252,0,0,0,0,0,0.622891463,0,0,0,0,0
3.19,0,0,0,0,0,0,0.014111821,0,0,0,0,0,0.027895553,0,0,0,0,0,0.074276874,0,0,0,0,0
3.2,0,0,0,0,0,0,-0.133066678,0,0,0,0,0,-0.348679147,0,0,0,0,0,-0.474337716,0,0,0,0,0
3.21,0,0,0,0,0,0,-0.252625462,0,0,0,0,0,-0.667948886,0,0,0,0,0,-0.952968973,0,0,0,0,0
3.22,0,0,0,0,0,0,-0.372184247,0,0,0,0,0,-0.987218625,0,0,0,0,0,-1.43160023,0,0,0,0,0
3.23,0,0,0,0,0,0,-0.463563212,0,0,0,0,0,-1.236715707,0,0,0,0,0,-1.814193115,0,0,0,0,0
3.24,0,0,0,0,0,0,-0.554942178,0,0,0,0,0,-1.48621279,0,0,0,0,0,-2.196786,0,0,0,0,0
3.25,0,0,0,0,0,0,-0.6245528,0,0,0,0,0,-1.666062645,0,0,0,0,0,-2.472445755,0,0,0,0,0
3.26,0,0,0,0,0,0,-0.694163422,0,0,0,0,0,-1.8459125,0,0,0,0,0,-2.74810551,0,0,0,0,0
3.27,0,0,0,0,0,0,-0.750589468,0,0,0,0,0,-1.96551004,0,0,0,0,0,-2.91973548,0,0,0,0,0
3.28,0,0,0,0,0,0,-0.807015514,0,0,0,0,0,-2.08510758,0,0,0,0,0,-3.09136545,0,0,0,0,0
3.29,0,0,0,0,0,0,-0.865174118,0,0,0,0,0,-2.167950685,0,0,0,0,0,-3.1820146,0,0,0,0,0
3.3,0,0,0,0,0,0,-0.923332721,0,0,0,0,0,-2.25079379,0,0,0,0,0,-3.27266375,0,0,0,0,0
3.31,0,0,0,0,0,0,-0.987663041,0,0,0,0,0,-2.31555833,0,0,0,0,0,-3.307514505,0,0,0,0,0
3.32,0,0,0,0,0,0,-1.05199336,0,0,0,0,0,-2.38032287,0,0,0,0,0,-3.34236526,0,0,0,0,0
3.33,0,0,0,0,0,0,-1.107548835,0,0,0,0,0,-2.42488917,0,0,0,0,0,-3.33246245,0,0,0,0,0
3.34,0,0,0,0,0,0,-1.16310431,0,0,0,0,0,-2.46945547,0,0,0,0,0,-3.32255964,0,0,0,0,0
3.35,0,0,0,0,0,0,-1.1955552,0,0,0,0,0,-2.48548038,0,0,0,0,0,-3.27621925,0,0,0,0,0
3.36,0,0,0,0,0,0,-1.22800609,0,0,0,0,0,-2.50150529,0,0,0,0,0,-3.22987886,0,0,0,0,0
3.37,0,0,0,0,0,0,-1.232028735,0,0,0,0,0,-2.483553065,0,0,0,0,0,-3.15654116,0,0,0,0,0
3.38,0,0,0,0,0,0,-1.23605138,0,0,0,0,0,-2.46560084,0,0,0,0,0,-3.08320346,0,0,0,0,0
3.39,0,0,0,0,0,0,-1.21718287,0,0,0,0,0,-2.41729458,0,0,0,0,0,-2.995163115,0,0,0,0,0
3.4,0,0,0,0,0,0,-1.19831436,0,0,0,0,0,-2.36898832,0,0,0,0,0,-2.90712277,0,0,0,0,0
3.41,0,0,0,0,0,0,-1.17245136,0,0,0,0,0,-2.307418225,0,0,0,0,0,-2.82251199,0,0,0,0,0
3.42,0,0,0,0,0,0,-1.14658836,0,0,0,0,0,-2.24584813,0,0,0,0,0,-2.73790121,0,0,0,0,0
3.43,0,0,0,0,0,0,-1.129065,0,0,0,0,0,-2.192768515,0,0,0,0,0,-2.674014755,0,0,0,0,0
3.44,0,0,0,0,0,0,-1.11154164,0,0,0,0,0,-2.1396889,0,0,0,0,0,-2.6101283,0,0,0,0,0
3.45,0,0,0,0,0,0,-1.103712965,0,0,0,0,0,-2.104780975,0,0,0,0,0,-2.570995615,0,0,0,0,0
3.46,0,0,0,0,0,0,-1.09588429,0,0,0,0,0,-2.06987305,0,0,0,0,0,-2.53186293,0,0,0,0,0
3.47,0,0,0,0,0,0,-1.07712467,0,0,0,0,0,-2.03492625,0,0,0,0,0,-2.49603216,0,0,0,0,0
3.48,0,0,0,0,0,0,-1.05836505,0,0,0,0,0,-1.99997945,0,0,0,0,0,-2.46020139,0,0,0,0,0
3.49,0,0,0,0,0,0,-1.002418407,0,0,0,0,0,-1.929356255,0,0,0,0,0,-2.391302885,0,0,0,0,0
3.5,0,0,0,0,0,0,-0.946471765,0,0,0,0,0,-1.85873306,0,0,0,0,0,-2.32240438,0,0,0,0,0
3.51,0,0,0,0,0,0,-0.8528425,0,0,0,0,0,-1.735120435,0,0,0,0,0,-2.20131441,0,0,0,0,0
3.52,0,0,0,0,0,0,-0.759213235,0,0,0,0,0,-1.61150781,0,0,0,0,0,-2.08022444,0,0,0,0,0
3.53,0,0,0,0,0,0,-0.644854247,0,0,0,0,0,-1.438427475,0,0,0,0,0,-1.90437117,0,0,0,0,0
3.54,0,0,0,0,0,0,-0.530495259,0,0,0,0,0,-1.26534714,0,0,0,0,0,-1.7285179,0,0,0,0,0
3.55,0,0,0,0,0,0,-0.408908783,0,0,0,0,0,-1.052160092,0,0,0,0,0,-1.49781068,0,0,0,0,0
3.56,0,0,0,0,0,0,-0.287322308,0,0,0,0,0,-0.838973044,0,0,0,0,0,-1.26710346,0,0,0,0,0
3.57,0,0,0,0,0,0,-0.17713738,0,0,0,0,0,-0.610336574,0,0,0,0,0,-0.997277852,0,0,0,0,0
3.58,0,0,0,0,0,0,-0.066952452,0,0,0,0,0,-0.381700104,0,0,0,0,0,-0.727452245,0,0,0,0,0
3.59,0,0,0,0,0,0,0.016513908,0,0,0,0,0,-0.167551688,0,0,0,0,0,-0.444460281,0,0,0,0,0
3.6,0,0,0,0,0,0,0.099980268,0,0,0,0,0,0.046596728,0,0,0,0,0,-0.161468316,0,0,0,0,0
3.61,0,0,0,0,0,0,0.156053584,0,0,0,0,0,0.228064595,0,0,0,0,0,0.112310771,0,0,0,0,0
3.62,0,0,0,0,0,0,0.212126901,0,0,0,0,0,0.409532461,0,0,0,0,0,0.386089859,0,0,0,0,0
3.63,0,0,0,0,0,0,0.239541316,0,0,0,0,0,0.541645599,0,0,0,0,0,0.62171218,0,0,0,0,0
3.64,0,0,0,0,0,0,0.266955731,0,0,0,0,0,0.673758737,0,0,0,0,0,0.857334501,0,0,0,0,0
3.65,0,0,0,0,0,0,0.272297255,0,0,0,0,0,0.752407995,0,0,0,0,0,1.033554486,0,0,0,0,0
3.66,0,0,0,0,0,0,0.277638779,0,0,0,0,0,0.831057254,0,0,0,0,0,1.20977447,0,0,0,0,0
3.67,0,0,0,0,0,0,0.29227765,0,0,0,0,0,0.887095544,0,0,0,0,0,1.339871895,0,0,0,0,0
3.68,0,0,0,0,0,0,0.306916521,0,0,0,0,0,0.943133835,0,0,0,0,0,1.46996932,0,0,0,0,0
3.69,0,0,0,0,0,0,0.356564241,0,0,0,0,0,1.014723508,0,0,0,0,0,1.57979615,0,0,0,0,0
3.7,0,0,0,0,0,0,0.406211962,0,0,0,0,0,1.08631318,0,0,0,0,0,1.68962298,0,0,0,0,0
3.71,0,0,0,0,0,0,0.485552405,0,0,0,0,0,1.185802905,0,0,0,0,0,1.7901748,0,0,0,0,0
3.72,0,0,0,0,0,0,0.564892849,0,0,0,0,0,1.28529263,0,0,0,0,0,1.89072662,0,0,0,0,0
3.73,0,0,0,0,0,0,0.655070813,0,0,0,0,0,1.406062105,0,0,0,0,0,1.986277505,0,0,0,0,0
3.74,0,0,0,0,0,0,0.745248777,0,0,0,0,0,1.52683158,0,0,0,0,0,2.08182839,0,0,0,0,0
3.75,0,0,0,0,0,0,0.835025798,0,0,0,0,0,1.66131495,0,0,0,0,0,2.183176505,0,0,0,0,0
3.76,0,0,0,0,0,0,0.924802819,0,0,0,0,0,1.79579832,0,0,0,0,0,2.28452462,0,0,0,0,0
3.77,0,0,0,0,0,0,1.013282285,0,0,0,0,0,1.942002235,0,0,0,0,0,2.408056855,0,0,0,0,0
3.78,0,0,0,0,0,0,1.10176175,0,0,0,0,0,2.08820615,0,0,0,0,0,2.53158909,0,0,0,0,0
3.79,0,0,0,0,0,0,1.187532115,0,0,0,0,0,2.242747955,0,0,0,0,0,2.686628575,0,0,0,0,0
3.8,0,0,0,0,0,0,1.27330248,0,0,0,0,0,2.39728976,0,0,0,0,0,2.84166806,0,0,0,0,0
3.81,0,0,0,0,0,0,1.35102928,0,0,0,0,0,2.552524555,0,0,0,0,0,3.025413045,0,0,0,0,0
3.82,0,0,0,0,0,0,1.42875608,0,0,0,0,0,2.70775935,0,0,0,0,0,3.20915803,0,0,0,0,0
3.83,0,0,0,0,0,0,1.501731705,0,0,0,0,0,2.864806155,0,0,0,0,0,3.4200929,0,0,0,0,0
3.84,0,0,0,0,0,0,1.57470733,0,0,0,0,0,3.02185296,0,0,0,0,0,3.63102777,0,0,0,0,0
3.85,0,0,0,0,0,0,1.650138755,0,0,0,0,0,3.187260865,0,0,0,0,0,3.867801055,0,0,0,0,0
3.86,0,0,0,0,0,0,1.72557018,0,0,0,0,0,3.35266877,0,0,0,0,0,4.10457434,0,0,0,0,0
3.87,0,0,0,0,0,0,1.798443035,0,0,0,0,0,3.52039462,0,0,0,0,0,4.351557905,0,0,0,0,0
3.88,0,0,0,0,0,0,1.87131589,0,0,0,0,0,3.68812047,0,0,0,0,0,4.59854147,0,0,0,0,0
3.89,0,0,0,0,0,0,1.92848974,0,0,0,0,0,3.83964477,0,0,0,0,0,4.828863395,0,0,0,0,0
3.9,0,0,0,0,0,0,1.98566359,0,0,0,0,0,3.99116907,0,0,0,0,0,5.05918532,0,0,0,0,0
3.91,0,0,0,0,0,0,2.016917965,0,0,0,0,0,4.105641055,0,0,0,0,0,5.24542054,0,0,0,0,0
3.92,0,0,0,0,0,0,2.04817234,0,0,0,0,0,4.22011304,0,0,0,0,0,5.43165576,0,0,0,0,0
3.93,0,0,0,0,0,0,2.057359365,0,0,0,0,0,4.289744395,0,0,0,0,0,5.56002761,0,0,0,0,0
3.94,0,0,0,0,0,0,2.06654639,0,0,0,0,0,4.35937575,0,0,0,0,0,5.68839946,0,0,0,0,0
3.95,0,0,0,0,0,0,2.064603305,0,0,0,0,0,4.38829549,0,0,0,0,0,5.75693862,0,0,0,0,0
3.96,0,0,0,0,0,0,2.06266022,0,0,0,0,0,4.41721523,0,0,0,0,0,5.82547778,0,0,0,0,0
3.97,0,0,0,0,0,0,2.050321485,0,0,0,0,0,4.405184045,0,0,0,0,0,5.828990345,0,0,0,0,0
3.98,0,0,0,0,0,0,2.03798275,0,0,0,0,0,4.39315286,0,0,0,0,0,5.83250291,0,0,0,0,0
3.99,0,0,0,0,0,0,2.013740045,0,0,0,0,0,4.34095956,0,0,0,0,0,5.76974552,0,0,0,0,0
4,0,0,0,0,0,0,1.98949734,0,0,0,0,0,4.28876626,0,0,0,0,0,5.70698813,0,0,0,0,0
4.01,0,0,0,0,0,0,1.961498085,0,0,0,0,0,4.209824725,0,0,0,0,0,5.59279976,0,0,0,0,0
4.02,0,0,0,0,0,0,1.93349883,0,0,0,0,0,4.13088319,0,0,0,0,0,5.47861139,0,0,0,0,0
4.03,0,0,0,0,0,0,1.907587875,0,0,0,0,0,4.03943478,0,0,0,0,0,5.331975745,0,0,0,0,0
4.04,0,0,0,0,0,0,1.88167692,0,0,0,0,0,3.94798637,0,0,0,0,0,5.1853401,0,0,0,0,0
4.05,0,0,0,0,0,0,1.844820145,0,0,0,0,0,3.83810001,0,0,0,0,0,5.008172715,0,0,0,0,0
4.06,0,0,0,0,0,0,1.80796337,0,0,0,0,0,3.72821365,0,0,0,0,0,4.83100533,0,0,0,0,0
4.07,0,0,0,0,0,0,1.74371992,0,0,0,0,0,3.58424014,0,0,0,0,0,4.616919675,0,0,0,0,0
4.08,0,0,0,0,0,0,1.67947647,0,0,0,0,0,3.44026663,0,0,0,0,0,4.40283402,0,0,0,0,0
4.09,0,0,0,0,0,0,1.59057612,0,0,0,0,0,3.261498045,0,0,0,0,0,4.158210805,0,0,0,0,0
4.1,0,0,0,0,0,0,1.50167577,0,0,0,0,0,3.08272946,0,0,0,0,0,3.91358759,0,0,0,0,0
4.11,0,0,0,0,0,0,1.397989465,0,0,0,0,0,2.876943035,0,0,0,0,0,3.648498555,0,0,0,0,0
4.12,0,0,0,0,0,0,1.29430316,0,0,0,0,0,2.67115661,0,0,0,0,0,3.38340952,0,0,0,0,0
4.13,0,0,0,0,0,0,1.19114627,0,0,0,0,0,2.456390715,0,0,0,0,0,3.11371638,0,0,0,0,0
4.14,0,0,0,0,0,0,1.08798938,0,0,0,0,0,2.24162482,0,0,0,0,0,2.84402324,0,0,0,0,0
4.15,0,0,0,0,0,0,0.997782718,0,0,0,0,0,2.038240635,0,0,0,0,0,2.586120545,0,0,0,0,0
4.16,0,0,0,0,0,0,0.907576056,0,0,0,0,0,1.83485645,0,0,0,0,0,2.32821785,0,0,0,0,0
4.17,0,0,0,0,0,0,0.815174142,0,0,0,0,0,1.634478065,0,0,0,0,0,2.071612115,0,0,0,0,0
4.18,0,0,0,0,0,0,0.722772228,0,0,0,0,0,1.43409968,0,0,0,0,0,1.81500638,0,0,0,0,0
4.19,0,0,0,0,0,0,0.602022244,0,0,0,0,0,1.20778036,0,0,0,0,0,1.53182074,0,0,0,0,0
